ortho	qx	af	elegans
OG0009102	QX1410.g12689.1	CBG30205.1	Y47D3A.20.1
OG0009103	QX1410.g12690.3	CBG13212.1	Y47D3A.17c.1
OG0009104	QX1410.g12691.1	CBG13213.1	Y47D3A.32d.1
OG0009105	QX1410.g12693.1	CBG13216.1	Y47D3A.16.1
OG0009106	QX1410.g12694.1	CBG13217.1	Y47D3A.15.1
OG0009107	QX1410.g12695.1	CBG13218.1	Y47D3A.14.1
OG0009108	QX1410.g12696.1	CBG13219.1	T28D6.3.1
OG0009109	QX1410.g12698.1	CBG13221.1	C24H11.4.1
OG0009110	QX1410.g12699.1	CBG30206.1	C24H11.5b.1
OG0009111	QX1410.g12700.1	CBG13222.1	C24H11.9.1
OG0009112	QX1410.g12701.1	CBG13223.1	C24H11.6.1
OG0009113	QX1410.g12702.1	CBG13224.1	C24H11.7a.1
OG0009114	QX1410.g12704.1	CBG13226.1	Y41C4A.14.1
OG0009115	QX1410.g12705.1	CBG13227.1	Y41C4A.13.1
OG0009116	QX1410.g12706.1	CBG13228.1	Y41C4A.21.1
OG0009117	QX1410.g12707.1	CBG13229.1	Y41C4A.18.1
OG0009118	QX1410.g12708.1	CBG13230.1	Y41C4A.12b.1
OG0009119	QX1410.g12713.1	CBG30207.1	Y41C4A.11.1
OG0009120	QX1410.g12714.1	CBG13236.1	Y41C4A.10.1
OG0009121	QX1410.g12715.1	CBG13237.1	Y41C4A.9.1
OG0009122	QX1410.g12716.1	CBG13238.1	Y41C4A.8.1
OG0009123	QX1410.g12718.1	CBG13240.1	Y41C4A.16.1
OG0009124	QX1410.g12720.1	CBG13243.1	Y41C4A.5.1
OG0009125	QX1410.g12721.1	CBG13244.1	Y41C4A.7.1
OG0009126	QX1410.g12723.1	CBG31028.1	Y41C4A.2.1
OG0009127	QX1410.g12725.2	CBG13248d.1	Y41C4A.4g.1
OG0009128	QX1410.g12728.1	CBG13252.1	Y66A7A.6.1
OG0009129	QX1410.g12729.1	CBG13253.1	T25E12.5.1
OG0009130	QX1410.g12730.1	CBG13254.1	Y66A7A.4.1
OG0009131	QX1410.g12732.1	CBG13256.1	Y66D12A.3.1
OG0009132	QX1410.g12734.1	CBG25024.1, CBG30287.1	NA
OG0009133	QX1410.g12735.1	CBG13258.1	Y66D12A.7.1
OG0009134	QX1410.g12736.1	CBG13259.1	Y66D12A.8a.1
OG0009135	QX1410.g12737.1	CBG13260.1	Y66D12A.9.1
OG0009136	QX1410.g12738.1	CBG13261.1	Y66D12A.10.1
OG0009137	QX1410.g12741.1	CBG13264.1	Y66D12A.12.1
OG0009138	QX1410.g12744.1	CBG13266.1	Y66D12A.13.1
OG0009139	QX1410.g12746.3	CBG13268.1	Y66D12A.14.1
OG0009140	QX1410.g12747.1	CBG13269.1	Y66D12A.15.1
OG0009141	QX1410.g12748.1	CBG25866.1	Y66D12A.16c.1
OG0009142	QX1410.g12749.1	CBG13271a.1	Y66D12A.17.1
OG0009143	QX1410.g12750.1	CBG30263.1	Y66D12A.19.1
OG0009144	QX1410.g12751.1	CBG13273.1	Y66D12A.20.1
OG0009145	QX1410.g12752.1	CBG13274.1	Y66D12A.21.1
OG0009146	QX1410.g12753.1	CBG13275.1	Y66D12A.22.1
OG0009147	QX1410.g12754.1	CBG13276a.1	Y66D12A.24.1
OG0009148	QX1410.g12755.1	CBG13278.1	Y66D12A.23.2
OG0009149	QX1410.g12756.1	CBG13279.1	Y66A7A.2a.1
OG0009150	QX1410.g12758.2	CBG13281.1	Y47D3B.9a.1
OG0009151	QX1410.g12759.1	CBG13282.1	Y47D3B.11.1
OG0009152	QX1410.g12760.1	CBG13284.1	Y47D3B.7.1
OG0009153	QX1410.g12761.1	CBG13285.1	Y47D3B.6.1
OG0009154	QX1410.g12762.1	CBG13286.1	Y47D3B.5b.1
OG0009155	QX1410.g12763.1	CBG13287.2	Y47D3B.4.1
OG0009156	QX1410.g12766.1	CBG31449.1	C35D10.3.1
OG0009157	QX1410.g12767.1	CBG30210.1	Y47D3B.12.1
OG0009158	QX1410.g12768.1	CBG13288.1	Y47D3B.3.1
OG0009159	QX1410.g12769.1	CBG13292.1	Y47D3B.2a.1
OG0009160	QX1410.g12770.1	CBG13293.1	Y47D3B.1.1
OG0009161	QX1410.g12771.2	CBG13294a.1	C24H11.8b.1
OG0009162	QX1410.g12772.1	CBG13295.1	C18D11.7.1
OG0009163	QX1410.g12773.1	CBG13296.1	C18D11.1.1
OG0009164	QX1410.g12774.1	CBG13297.1	C18D11.2.1
OG0009165	QX1410.g12775.3	CBG13298.1	C18D11.3.1
OG0009166	QX1410.g12776.1	CBG13299.1	C18D11.4a.1
OG0009167	QX1410.g12777.1	CBG13301a.1	Y56A3A.1a.1
OG0009168	QX1410.g12778.1	CBG13302.1	Y56A3A.3.1
OG0009169	QX1410.g12779.1	CBG13303.1	Y56A3A.2.1
OG0009170	QX1410.g12780.1	CBG13304a.1	Y56A3A.4a.1
OG0009171	QX1410.g12781.1	CBG13305.1	Y56A3A.6.1
OG0009172	QX1410.g12784.1	CBG13308.1	Y56A3A.11.1
OG0009173	QX1410.g12787.1	CBG13311.1	Y56A3A.16b.1
OG0009174	QX1410.g12788.1	CBG13312.1	Y56A3A.19.1
OG0009175	QX1410.g12795.1	CBG13324.1	Y56A3A.36.1
OG0009176	QX1410.g12797.1	CBG13326.1	Y56A3A.27.1
OG0009177	QX1410.g12798.1	CBG13327.1	Y56A3A.28.1
OG0009178	QX1410.g12800.2	CBG13329b.1	Y56A3A.31b.1
OG0009179	QX1410.g12802.2	CBG13330.1	Y56A3A.32a.1
OG0009180	QX1410.g12803.1	CBG13331a.1	Y56A3A.33.1
OG0009181	QX1410.g12804.1	CBG13332a.1	ZK673.6.1
OG0009182	QX1410.g12805.2	CBG18180.1	Y79H2A.1a.1
OG0009183	QX1410.g12808.1	CBG18177.1	Y79H2A.12.1
OG0009184	QX1410.g12809.2	CBG30304.1	Y79H2A.2a.1
OG0009185	QX1410.g12810.1	CBG18175.1	Y79H2A.3a.1
OG0009186	QX1410.g12811.1	CBG18174.1	Y79H2A.6b.1
OG0009187	QX1410.g12812.1	CBG18173.1	Y79H2A.11a.1
OG0009188	QX1410.g12818.1	CBG18166.1	F38H4.6.1
OG0009189	QX1410.g12820.1	CBG25982.1	R05D3.8.1
OG0009190	QX1410.g12821.2	CBG18162.1	R05D3.4b.1
OG0009191	QX1410.g12822.1	CBG18160.1	R05D3.9.1
OG0009192	QX1410.g12823.1	CBG18161.1	R05D3.3.2
OG0009193	QX1410.g12825.1	CBG18158.1	R05D3.2.1
OG0009194	QX1410.g12826.1	CBG18157.1	R05D3.11.1
OG0009195	QX1410.g12827.1	CBG18156.1	R05D3.12a.1
OG0009196	QX1410.g12830.1	CBG18153.1	ZK353.4.1
OG0009197	QX1410.g12831.1	CBG18152.1	ZK353.10b.1
OG0009198	QX1410.g12833.1	CBG25981.1	ZK353.3.1
OG0009199	QX1410.g12835.1	CBG18148.1	ZK353.2.1
OG0009200	QX1410.g12836.1	CBG18147.1	ZK353.6.1
OG0009201	QX1410.g12837.1	CBG18146a.1	ZK353.7.1
OG0009202	QX1410.g12838.1	CBG18145.1	ZK353.8.2
OG0009203	QX1410.g12839.1	CBG18144a.1	ZK353.1b.1
OG0009204	QX1410.g12840.1	CBG18143.1	ZK353.9.1
OG0009205	QX1410.g12841.1	CBG18142a.1	ZK1236.3a.1
OG0009206	QX1410.g12846.1	CBG18137.1	ZK1236.1.1
OG0009207	QX1410.g12847.1	CBG30316.1	ZK1236.5.1
OG0009208	QX1410.g12848.1	CBG18136.1	ZK1236.9b.1
OG0009209	QX1410.g12849.1	CBG18135.1	ZK1236.6.1
OG0009210	QX1410.g12850.1	CBG18134.1	ZK1236.7a.1
OG0009211	QX1410.g12851.1	CBG18133.1	C30C11.4.1
OG0009212	QX1410.g12852.1	CBG18132.1	C30C11.2.1
OG0009213	QX1410.g12853.1	CBG18131.1	C30C11.1.1
OG0009214	QX1410.g12854.1	CBG18126a.1	F42H10.5a.1
OG0009215	QX1410.g12855.1	CBG18125.1	F42H10.6.2
OG0009216	QX1410.g12856.1	CBG18124a.1	F42H10.3a.1
OG0009217	QX1410.g12857.1	CBG18122.1	F42H10.7b.1
OG0009218	QX1410.g12858.1	CBG18121.1	F42H10.2.1
OG0009219	QX1410.g12859.1	CBG18119a.1	C04D8.1a.1
OG0009220	QX1410.g12864.3	CBG18114a.1	ZC21.3e.1
OG0009221	QX1410.g12867.2	CBG18112.1	C06E1.4.1
OG0009222	QX1410.g12868.1	CBG18111.1	C06E1.3.1
OG0009223	QX1410.g12870.1	CBG18106.1	C02D5.2a.1
OG0009224	QX1410.g12872.2	CBG18104.1	ZC21.6b.1
OG0009225	QX1410.g12873.2	CBG18103b.1	ZC21.2b.1
OG0009226	QX1410.g12877.1	CBG18099.1	C09H5.7.1
OG0009227	QX1410.g12878.1	NA	H38K22.6.1, H38K22.7.1
OG0009228	QX1410.g12879.1	CBG18097.1	H38K22.1.1
OG0009229	QX1410.g12880.3	CBG18096.1	H38K22.2a.2
OG0009230	QX1410.g12881.1	CBG18095.1	H38K22.3.1
OG0009231	QX1410.g12883.1	CBG31099.1	H38K22.9.1
OG0009232	QX1410.g12884.1	CBG18092.1	H38K22.5a.2
OG0009233	QX1410.g12885.2	CBG18089.1	B0285.1b.1
OG0009234	QX1410.g12886.1	CBG18088.1	B0285.3.1
OG0009235	QX1410.g12887.2	CBG18087.1	B0285.4.1
OG0009236	QX1410.g12888.1	CBG18086.1	B0285.5.2
OG0009237	QX1410.g12889.1	CBG18085.1	B0285.6.1
OG0009238	QX1410.g12890.1	CBG18084.1	B0285.7.1
OG0009239	QX1410.g12892.1	CBG18082.1	F56F4.3.1
OG0009240	QX1410.g12899.1	CBG18077.1	R07E5.4.1
OG0009241	QX1410.g12900.1	CBG18076.1	R07E5.17.1
OG0009242	QX1410.g12901.1	CBG18075.1	R07E5.3.1
OG0009243	QX1410.g12902.1	CBG18074.1	R07E5.14.1
OG0009244	QX1410.g12903.1	CBG18073.1	R07E5.2.1
OG0009245	QX1410.g12904.1	CBG18072.1	R07E5.1.1
OG0009246	QX1410.g12905.1	CBG18071.1	R07E5.13.1
OG0009247	QX1410.g12906.1	CBG18070.1	R01H2.4a.1
OG0009248	QX1410.g12908.1	CBG18068.1	R07E5.11.1
OG0009249	QX1410.g12909.3	CBG18067.1	R07E5.10.2
OG0009250	QX1410.g12910.1	CBG18066.1	R07E5.7.1
OG0009251	QX1410.g12911.1	CBG18065.1	R07E5.8a.1
OG0009252	QX1410.g12913.1	CBG18063.1	C28A5.3.1
OG0009253	QX1410.g12914.2	CBG18062.1	C28A5.4b.1
OG0009254	QX1410.g12915.1	CBG18058.1	F56F3.2a.1
OG0009255	QX1410.g12916.1	CBG18057.1	F56F3.1.1
OG0009256	QX1410.g12917.1	CBG18056.1	F56F3.5.1
OG0009257	QX1410.g12918.1	CBG18055.1	F56F3.6.1
OG0009258	QX1410.g12919.1	CBG18054.1	C07G2.2c.1
OG0009259	QX1410.g12920.1	CBG18052.1	C07G2.3.1
OG0009260	QX1410.g12921.1	CBG18050.1	F25F2.2.1
OG0009261	QX1410.g12922.1	CBG18049.1	F44D12.6.1
OG0009262	QX1410.g12925.1	CBG18046.1	M88.2.1
OG0009263	QX1410.g12926.1	CBG18045.1	M88.7.1
OG0009264	QX1410.g12927.1	CBG18044.1	M88.4.1
OG0009265	QX1410.g12928.2	CBG18043c.1	M88.5c.1
OG0009266	QX1410.g12929.1	CBG18042.1	M88.6b.1
OG0009267	QX1410.g12930.1	CBG18041.1	F35G12.1a.1
OG0009268	QX1410.g12931.2	CBG18040.1	F35G12.2.2
OG0009269	QX1410.g12932.2	CBG18039.1	F35G12.3a.1
OG0009270	QX1410.g12933.2	CBG18038b.1	F35G12.4c.1
OG0009271	QX1410.g12934.1	CBG18037.1	F35G12.12.1
OG0009272	QX1410.g12935.2	CBG18036.1	F35G12.5a.2
OG0009273	QX1410.g12936.1	CBG18035.1	F35G12.7.1
OG0009274	QX1410.g12937.1	CBG18034.1	F35G12.8.1
OG0009275	QX1410.g12938.1	CBG18033.1	F35G12.11.1
OG0009276	QX1410.g12939.1	CBG18032.1	F35G12.9.1
OG0009277	QX1410.g12940.1	CBG18031.1	F35G12.10.1
OG0009278	QX1410.g12941.1	CBG18029b.1	F10F2.1b.1
OG0009279	QX1410.g12942.1	CBG18030.1	F35G12.6.1
OG0009280	QX1410.g12943.1	CBG18028.1	F10F2.3.1
OG0009281	QX1410.g12944.1	CBG18026b.1	F10F2.2.1
OG0009282	QX1410.g12945.1	CBG18027.1	F10F2.4.1
OG0009283	QX1410.g12946.3	CBG18025a.1	T23F11.1.1
OG0009284	QX1410.g12947.2	CBG30214.1	T23F11.6.1
OG0009285	QX1410.g12948.1	CBG18024.1	F10F2.9.1
OG0009286	QX1410.g12949.2	CBG18023d.1	T23F11.3b.1
OG0009287	QX1410.g12950.1	CBG18022.1	T23F11.4.1
OG0009288	QX1410.g12957.2	CBG18014.1	T04A8.4b.1
OG0009289	QX1410.g12958.1	CBG18013.1	T04A8.5.1
OG0009290	QX1410.g12959.1	CBG18012.1	T04A8.6.1
OG0009291	QX1410.g12960.2	CBG18011.1	T04A8.8.1
OG0009292	QX1410.g12961.1	CBG18010.1	T04A8.7a.1
OG0009293	QX1410.g12962.1	CBG18009.1	T04A8.9.1
OG0009294	QX1410.g12963.1	CBG18008.1	T04A8.10.1
OG0009295	QX1410.g12964.1	CBG18007.1	T04A8.16.1
OG0009296	QX1410.g12965.1	CBG18006.1	T04A8.11.1
OG0009297	QX1410.g12966.1	CBG18005.1	T04A8.12.1
OG0009298	QX1410.g12968.1	CBG18003.1	T04A8.18.1
OG0009299	QX1410.g12969.1	CBG18002a.1	T04A8.15.1
OG0009300	QX1410.g12970.1	CBG18001.1	T04A8.14.1
OG0009301	QX1410.g12971.3	CBG18000.1	F17C8.1.1
OG0009302	QX1410.g12972.1	CBG17999.1	F17C8.3.1
OG0009303	QX1410.g12974.1	CBG17998.1	F17C8.9.1
OG0009304	QX1410.g12975.1	CBG17997.1	F17C8.4.2
OG0009305	QX1410.g12976.1	CBG17996.1	R13F6.5.1
OG0009306	QX1410.g12978.1	CBG17994.1	B0393.1.1
OG0009307	QX1410.g12979.1	CBG17993.1	B0393.2.2
OG0009308	QX1410.g12981.1	CBG17991.1	B0393.3.1
OG0009309	QX1410.g12982.1	CBG17990.1	B0393.4.1
OG0009310	QX1410.g12985.3	CBG17988.1	B0393.5.1
OG0009311	QX1410.g12986.1	CBG17987.1	B0393.7.1
OG0009312	QX1410.g12987.1	CBG30306.1	B0393.9b.1
OG0009313	QX1410.g12988.1	CBG17986.1	B0393.6.1
OG0009314	QX1410.g12993.1	CBG17982b.1	C38D4.5a.1
OG0009315	QX1410.g12994.1	CBG17981.1	C38D4.9.1
OG0009316	QX1410.g12995.3	CBG17980.1	C38D4.6a.1
OG0009317	QX1410.g12997.1	CBG17978.1	C38D4.8.1
OG0009318	QX1410.g13000.1	CBG17974.1	F26A1.9.2
OG0009319	QX1410.g13002.1	CBG17972.1	C15H11.1.1
OG0009320	QX1410.g13005.1	CBG30290.1	F26A1.19.1
OG0009321	QX1410.g13006.1	CBG17969.1	F26A1.15.1
OG0009322	QX1410.g13009.2	CBG17966.1	F26A1.11.1
OG0009323	QX1410.g13010.1	CBG17965.1	F26A1.13.1
OG0009324	QX1410.g13011.3	CBG17964a.1	F26A1.1.1
OG0009325	QX1410.g13012.2	CBG17963a.1	C35D10.9b.1
OG0009326	QX1410.g13013.2	CBG17962b.1	C35D10.8.1
OG0009327	QX1410.g13014.1	CBG17961.1	C35D10.7a.1
OG0009328	QX1410.g13015.1	CBG17960.1	C35D10.6.1
OG0009329	QX1410.g13016.1	CBG17959.1	C35D10.10.1
OG0009330	QX1410.g13017.1	CBG17958.1	C35D10.5.1
OG0009331	QX1410.g13018.1	CBG17957.1	C35D10.4.1
OG0009332	QX1410.g13019.1	CBG30215.1	C35D10.17.2
OG0009333	QX1410.g13024.1	CBG17953.1	C35D10.12.1
OG0009334	QX1410.g13026.1	CBG17950.1	C09G9.4.1
OG0009335	QX1410.g13027.1	CBG17949.1	C35D10.13.1
OG0009336	QX1410.g13028.1	CBG17948b.1	C35D10.16.1
OG0009337	QX1410.g13029.1	CBG17947.1	C35D10.1.1
OG0009338	QX1410.g13031.1	CBG17945.1	F26F4.5.2
OG0009339	QX1410.g13032.1	CBG17944.1	F26F4.6.2
OG0009340	QX1410.g13033.2	CBG17943b.1	F26F4.7.1
OG0009341	QX1410.g13034.2	CBG17942.1	F26F4.4.1
OG0009342	QX1410.g13036.1	CBG18181.1	F26F4.13.1
OG0009343	QX1410.g13037.1	CBG30260.1	F26F4.8.1
OG0009344	QX1410.g13038.1	CBG18183.1	F26F4.3.1
OG0009345	QX1410.g13039.1	CBG18184b.1	F26F4.12.1
OG0009346	QX1410.g13040.1	CBG18185.1	F26F4.9a.1
OG0009347	QX1410.g13042.1	CBG18187.1	F26F4.1.1
OG0009348	QX1410.g13043.1	CBG18188.1	F26F4.10a.2
OG0009349	QX1410.g13044.1	CBG18189.1	F26F4.11.1
OG0009350	QX1410.g13045.2	CBG18190.1	C26E6.8b.1
OG0009351	QX1410.g13046.1	CBG18191b.1	C26E6.11.1
OG0009352	QX1410.g13047.2	CBG18192a.1	C26E6.9c.1
OG0009353	QX1410.g13048.2	CBG30265.1	C26E6.12.1
OG0009354	QX1410.g13049.2	CBG18194.1	C26E6.7c.1
OG0009355	QX1410.g13050.1	CBG18195a.1	C26E6.6.1
OG0009356	QX1410.g13051.1	CBG18196.2	C26E6.5.1
OG0009357	QX1410.g13052.1	CBG18197.1	C26E6.4.1
OG0009358	QX1410.g13053.2	CBG18198a.1	C26E6.3.1
OG0009359	QX1410.g13055.1	CBG18201.1	C26E6.2.1
OG0009360	QX1410.g13056.1	CBG18202.1	C27F2.4.1
OG0009361	QX1410.g13057.1	CBG18203.1	C27F2.5.2
OG0009362	QX1410.g13058.1	CBG18204.1	C27F2.9.1
OG0009363	QX1410.g13061.1	CBG18209b.1	C27F2.7.1
OG0009364	QX1410.g13062.1	CBG18211.1	C27F2.10.1
OG0009365	QX1410.g13068.1	CBG18218.1	K04C2.2.1
OG0009366	QX1410.g13069.1	CBG18219.1	T07E3.4a.1
OG0009367	QX1410.g13070.1	CBG18220.2	T07E3.5.1
OG0009368	QX1410.g13071.1	CBG18221b.1	T07E3.3.1
OG0009369	QX1410.g13074.1	CBG25991.1	T07E3.2.2
OG0009370	QX1410.g13077.2	CBG16474.1	T07E3.6a.1
OG0009371	QX1410.g13078.2	CBG16477.1	F57B9.7b.1
OG0009372	QX1410.g13080.1	CBG16479.1	F57B9.5.1
OG0009373	QX1410.g13081.1	CBG16480.1	F57B9.8.1
OG0009374	QX1410.g13082.2	CBG16481b.1	F57B9.4a.1
OG0009375	QX1410.g13083.1	CBG16482.1	F57B9.9.1
OG0009376	QX1410.g13084.1	CBG16483a.1	F57B9.2a.1
OG0009377	QX1410.g13088.2	CBG16487.1	F57B9.10a.1
OG0009378	QX1410.g13089.1	CBG16488.1	F57B9.1.2
OG0009379	QX1410.g13092.1	CBG29779.1	F31E3.12.1
OG0009380	QX1410.g13097.2	CBG16496.1	C06E8.3d.1
OG0009381	QX1410.g13098.1	CBG16497.1	F11H8.3.1
OG0009382	QX1410.g13099.3	CBG16500b.1	F11H8.2b.1
OG0009383	QX1410.g13101.1	CBG16502.1	C06E8.5.1
OG0009384	QX1410.g13102.1	CBG16503.1	F11H8.1.2
OG0009385	QX1410.g13103.3	CBG16504a.1	F11H8.4b.1
OG0009386	QX1410.g13104.1	CBG25921a.1	R01H2.7.1
OG0009387	QX1410.g13108.1	CBG16511.1	R01H2.5.1
OG0009388	QX1410.g13109.1	CBG16512.1	R01H2.6.1
OG0009389	QX1410.g13110.1	CBG30218.1	R01H2.8.1
OG0009390	QX1410.g13111.1	CBG16514.1	ZK418.3.1
OG0009391	QX1410.g13112.1	CBG16515.1	ZK418.4.1
OG0009392	QX1410.g13113.1	CBG16516.2	ZK418.5.1
OG0009393	QX1410.g13116.1	CBG16519.1	ZK418.8.1
OG0009394	QX1410.g13118.1	CBG16522a.1	R144.13.1
OG0009395	QX1410.g13119.1	CBG16523.1	R144.3b.1
OG0009396	QX1410.g13120.1	CBG16524.1	R144.9.1
OG0009397	QX1410.g13121.1	CBG16525a.1	R144.4b.1
OG0009398	QX1410.g13122.1	CBG16526b.1	R144.7b.1
OG0009399	QX1410.g13123.1	CBG16527.1	R144.11.1
OG0009400	QX1410.g13124.1	CBG30296.1	R144.12.1
OG0009401	QX1410.g13125.1	CBG16528.1	R144.6.1
OG0009402	QX1410.g13126.1	CBG16529.1	R144.5.1
OG0009403	QX1410.g13128.1	CBG16531a.1	C27F2.8.1
OG0009404	QX1410.g13129.1	CBG16532.1	C27F2.1.1
OG0009405	QX1410.g13132.1	CBG16535.1	K04C2.7.1
OG0009406	QX1410.g13133.1	CBG16537.1	K04C2.3a.1
OG0009407	QX1410.g13134.1	CBG16538.1	K04C2.8.1
OG0009408	QX1410.g13136.1	CBG16540a.1	R13F6.10.1
OG0009409	QX1410.g13137.1	CBG16541.1	R13F6.9.1
OG0009410	QX1410.g13138.1	CBG16543.1	R13F6.8.1
OG0009411	QX1410.g13139.2	CBG16544.1	R13F6.6c.1
OG0009412	QX1410.g13140.1	CBG16545.1	R13F6.3.2
OG0009413	QX1410.g13141.2	CBG16546b.1	R13F6.4e.1
OG0009414	QX1410.g13142.1	CBG16552.1	F28F5.6.1
OG0009415	QX1410.g13144.4	CBG16554c.1	F28F5.3c.1
OG0009416	QX1410.g13145.3	CBG30274a.1	R05H11.2.1
OG0009417	QX1410.g13146.1	CBG16556.1	R05H11.1.1
OG0009418	QX1410.g13150.1	CBG16562.1	Y102E9.6.1
OG0009419	QX1410.g13151.2	CBG16563.1	Y102E9.1b.1
OG0009420	QX1410.g13152.1	CBG16564.1	Y102E9.5b.1
OG0009421	QX1410.g13153.2	CBG16565.1	Y102E9.2b.1
OG0009422	QX1410.g13154.1	CBG16566a.1	F37A4.1.1
OG0009423	QX1410.g13155.2	CBG16568a.1	F37A4.9.1
OG0009424	QX1410.g13156.1	CBG16569.1	F37A4.3.1
OG0009425	QX1410.g13161.1	CBG16573.1	F10E9.11.1
OG0009426	QX1410.g13162.1	CBG16574.1	F37A4.8.1
OG0009427	QX1410.g13163.6	CBG16576e.1	F37A4.7d.1
OG0009428	QX1410.g13167.3	CBG16586a.1	C13B9.4a.3
OG0009429	QX1410.g13168.1	CBG16587.1	ZK418.10.1
OG0009430	QX1410.g13169.1	CBG16588.1	ZK418.1.1
OG0009431	QX1410.g13172.1	CBG16590.1	B0280.4.1
OG0009432	QX1410.g13174.1	CBG16593.1	B0280.7.1
OG0009433	QX1410.g13175.1	CBG16594.1	B0280.8.1
OG0009434	QX1410.g13177.1	CBG16597b.1	B0280.3.1
OG0009435	QX1410.g13181.3	CBG16601.1	B0280.10a.1
OG0009436	QX1410.g13182.1	CBG16602.1	B0280.1a.1
OG0009437	QX1410.g13183.1	CBG16603.1	B0280.17.1
OG0009438	QX1410.g13184.1	CBG16604.1	B0280.12b.1
OG0009439	QX1410.g13185.1	CBG16605a.1	K04G7.3a.1
OG0009440	QX1410.g13186.1	CBG16606.1	K04G7.4a.1
OG0009441	QX1410.g13187.1	CBG16607.1	K04G7.10.1
OG0009442	QX1410.g13188.1	CBG16608.1	K04G7.11.1
OG0009443	QX1410.g13189.1	CBG16609.1	K04G7.1.1
OG0009444	QX1410.g13201.1	CBG08351.1	F37C12.9.1
OG0009445	QX1410.g13202.1	CBG08350.1	F37C12.4.1
OG0009446	QX1410.g13203.1	CBG08349.1	F37C12.3.1
OG0009447	QX1410.g13204.1	CBG08348.1	F37C12.2.2
OG0009448	QX1410.g13205.1	CBG16611.1	F37C12.1.1
OG0009449	QX1410.g13206.1	CBG16612.1	F37C12.10.1
OG0009450	QX1410.g13208.1	CBG16614.1	F37C12.11.1
OG0009451	QX1410.g13209.1	CBG16615.1	F37C12.12.1
OG0009452	QX1410.g13213.1	CBG16619.1	F37C12.13a.1
OG0009453	QX1410.g13214.1	CBG16620.1	R151.9.1
OG0009454	QX1410.g13215.1	CBG16621a.1	R151.5a.2
OG0009455	QX1410.g13217.1	CBG16622.1	R151.3.1
OG0009456	QX1410.g13218.1	CBG16623.1	R151.2d.1
OG0009457	QX1410.g13219.2	CBG16624.1	R151.1a.1
OG0009458	QX1410.g13220.1	CBG16626.1	ZC262.2a.1
OG0009459	QX1410.g13221.1	CBG30308.1	ZC262.8.1
OG0009460	QX1410.g13222.1	CBG16627.2	ZC262.3.2
OG0009461	QX1410.g13223.1	CBG25937.1	ZC262.13.1
OG0009462	QX1410.g13228.1	CBG25938.1	F10E9.10.1
OG0009463	QX1410.g13229.1	CBG16633.1	F37C12.18.1
OG0009464	QX1410.g13233.3	CBG16636b.1	F10E9.2.1
OG0009465	QX1410.g13235.1	CBG16638a.1	F10E9.3.1
OG0009466	QX1410.g13236.1	CBG16639.1	F10E9.4.1
OG0009467	QX1410.g13237.1	CBG25942.1	F10E9.5.1
OG0009468	QX1410.g13238.1	CBG16641.1	F10E9.7.2
OG0009469	QX1410.g13239.1	CBG16642b.1	F10E9.6c.1
OG0009470	QX1410.g13240.1	CBG16647.1	F09G8.8.1
OG0009471	QX1410.g13241.1	CBG31163.1	F09G8.10a.1
OG0009472	QX1410.g13242.1	CBG16649.1	F09G8.9.1
OG0009473	QX1410.g13243.2	CBG16650.1	F09G8.2.1
OG0009474	QX1410.g13244.1	CBG16651.1	F09G8.7.1
OG0009475	QX1410.g13245.1	CBG16652.1	F09G8.3.1
OG0009476	QX1410.g13246.1	CBG16653.1	F09G8.4.1
OG0009477	QX1410.g13247.1	CBG16654.1	F09G8.6.1
OG0009478	QX1410.g13248.1	CBG24772.1	F09G8.5.1
OG0009479	QX1410.g13249.1	CBG24773.1	C02F5.2.1
OG0009480	QX1410.g13250.1	CBG24774.1	C02F5.10.1
OG0009481	QX1410.g13251.1	CBG24775.1	C02F5.13.1
OG0009482	QX1410.g13252.1	CBG24776.1	C02F5.3.1
OG0009483	QX1410.g13253.1	CBG24777b.1	C02F5.4.1
OG0009484	QX1410.g13254.1	CBG24778.1	C02F5.9.1
OG0009485	QX1410.g13257.1	CBG23641.1	C02F5.8.1
OG0009486	QX1410.g13264.1	CBG16657.1	C02F5.14.1
OG0009487	QX1410.g13265.1	CBG16658.1	C02F5.6b.1
OG0009488	QX1410.g13266.8	CBG16659.1	C02F5.7b.1
OG0009489	QX1410.g13267.2	CBG16661.1	C30A5.3.1
OG0009490	QX1410.g13268.1	CBG16662.1	C30A5.7b.1
OG0009491	QX1410.g13269.1	CBG16663.1	C30A5.10a.1
OG0009492	QX1410.g13271.1	CBG16666a.1	C50C3.9a.1
OG0009493	QX1410.g13272.1	CBG16667.1	C50C3.1.1
OG0009494	QX1410.g13274.1	CBG16669.1	C50C3.5.1
OG0009495	QX1410.g13275.1	CBG16670.1	C50C3.6.1
OG0009496	QX1410.g13276.1	CBG16671.1	C50C3.8.1
OG0009497	QX1410.g13277.1	CBG16672a.1	C50C3.7.1
OG0009498	QX1410.g13279.1	CBG16674.1	D2007.5.1
OG0009499	QX1410.g13280.1	CBG25949.1	D2007.1.1
OG0009500	QX1410.g13281.1	CBG16675b.1	D2007.2b.1
OG0009501	QX1410.g13282.1	CBG16676.1	D2007.4.1
OG0009502	QX1410.g13283.2	CBG16677.1	C14B9.8b.1
OG0009503	QX1410.g13285.1	CBG16678.1	F53H1.1a.1
OG0009504	QX1410.g13286.1	CBG16679.1	F58F6.2.1
